number,kW,Load Detected,AC Detected,Motor,Microwave,result
,0.476,0,0,0,0,0
,0.476,0,0,0,0,0
,0.474,0,0,0,0,0
,0.463,0,0,0,0,0
,0.461,0,0,0,0,0
,0.457,0,0,0,0,0
,0.457,0,0,0,0,0
,0.456,0,0,0,0,0
,0.459,0,0,0,0,0
,0.46,0,0,0,0,0
,0.472,0,0,0,0,0
,0.474,0,0,0,0,0
,0.464,0,0,0,0,0
,0.469,0,0,0,0,0
,0.467,0,0,0,0,0
,0.471,0,0,0,0,0
,0.474,0,0,0,0,0
,0.471,0,0,0,0,0
,0.468,0,0,0,0,0
,0.466,0,0,0,0,0
,0.467,0,0,0,0,0
,0.476,0,0,0,0,0
,0.475,0,0,0,0,0
,0.369,0,0,0,0,0
,0.388,0,0,0,0,0
,0.386,0,0,0,0,0
,0.356,0,0,0,0,0
,0.357,0,0,0,0,0
,0.355,0,0,0,0,0
,0.354,0,0,0,0,0
,0.367,0,0,0,0,0
,0.367,0,0,0,0,0
,0.367,0,0,0,0,0
,0.366,0,0,0,0,0
,0.352,0,0,0,0,0
,0.352,0,0,0,0,0
,0.353,0,0,0,0,0
,0.355,0,0,0,0,0
,0.355,0,0,0,0,0
,0.355,0,0,0,0,0
,0.865,1,0,1,0,2
,0.905,1,0,1,0,2
,0.921,1,0,1,0,2
,0.986,1,0,1,0,2
,0.963,1,0,1,0,2
,0.954,1,0,1,0,2
,0.965,1,0,1,0,2
,0.964,1,0,1,0,2
,0.932,1,0,1,0,2
,0.954,1,0,1,0,2
,0.957,1,0,1,0,2
,0.972,1,0,1,0,2
,0.95,1,0,1,0,2
,0.464,0,0,0,0,0
,0.477,0,0,0,0,0
,0.475,0,0,0,0,0
,0.474,0,0,0,0,0
,0.471,0,0,0,0,0
,0.472,0,0,0,0,0
,0.47,0,0,0,0,0
,0.464,0,0,0,0,0
,0.465,0,0,0,0,0
,0.479,0,0,0,0,0
,0.471,0,0,0,0,0
,0.437,0,0,0,0,0
,0.459,0,0,0,0,0
,0.461,0,0,0,0,0
,0.457,0,0,0,0,0
,0.567,0,0,0,0,0
,0.53,0,0,0,0,0
,0.523,0,0,0,0,0
,0.541,0,0,0,0,0
,0.54,0,0,0,0,0
,0.531,0,0,0,0,0
,0.533,0,0,0,0,0
,0.525,0,0,0,0,0
,0.551,0,0,0,0,0
,0.549,0,0,0,0,0
,0.546,0,0,0,0,0
,0.511,0,0,0,0,0
,0.508,0,0,0,0,0
,0.509,0,0,0,0,0
,0.515,0,0,0,0,0
,0.504,0,0,0,0,0
,0.504,0,0,0,0,0
,0.512,0,0,0,0,0
,0.528,0,0,0,0,0
,0.505,0,0,0,0,0
,0.501,0,0,0,0,0
,0.498,0,0,0,0,0
,0.505,0,0,0,0,0
,0.51,0,0,0,0,0
,0.502,0,0,0,0,0
,0.511,0,0,0,0,0
,0.506,0,0,0,0,0
,0.529,0,0,0,0,0
,0.515,0,0,0,0,0
,0.522,0,0,0,0,0
,0.51,0,0,0,0,0
,0.505,0,0,0,0,0
,0.512,0,0,0,0,0
,0.513,0,0,0,0,0
,0.503,0,0,0,0,0
,0.549,0,0,0,0,0
,0.578,0,0,0,0,0
,0.458,0,0,0,0,0
,0.465,0,0,0,0,0
,0.469,0,0,0,0,0
,0.445,0,0,0,0,0
,0.46,0,0,0,0,0
,0.463,0,0,0,0,0
,0.461,0,0,0,0,0
,0.471,0,0,0,0,0
,0.454,0,0,0,0,0
,0.451,0,0,0,0,0
,0.468,0,0,0,0,0
,0.465,0,0,0,0,0
,0.461,0,0,0,0,0
,0.461,0,0,0,0,0
,0.453,0,0,0,0,0
,0.451,0,0,0,0,0
,0.462,0,0,0,0,0
,0.453,0,0,0,0,0
,0.454,0,0,0,0,0
,0.48,0,0,0,0,0
,0.479,0,0,0,0,0
,0.466,0,0,0,0,0
,0.472,0,0,0,0,0
,0.462,0,0,0,0,0
,0.404,0,0,0,0,0
,0.403,0,0,0,0,0
,0.452,0,0,0,0,0
,0.468,0,0,0,0,0
,0.467,0,0,0,0,0
,0.467,0,0,0,0,0
,0.464,0,0,0,0,0
,0.458,0,0,0,0,0
,0.464,0,0,0,0,0
,0.473,0,0,0,0,0
,0.461,0,0,0,0,0
,0.471,0,0,0,0,0
,0.43,0,0,0,0,0
,0.602,0,0,0,0,0
,0.602,0,0,0,0,0
,0.605,0,0,0,0,0
,0.634,0,0,0,0,0
,0.626,0,0,0,0,0
,0.602,0,0,0,0,0
,0.543,0,0,0,0,0
,0.481,0,0,0,0,0
,0.496,0,0,0,0,0
,0.487,0,0,0,0,0
,0.568,0,0,0,0,0
,0.567,0,0,0,0,0
,0.568,0,0,0,0,0
,0.57,0,0,0,0,0
,0.576,0,0,0,0,0
,0.572,0,0,0,0,0
,0.484,0,0,0,0,0
,0.544,0,0,0,0,0
,0.534,0,0,0,0,0
,0.533,0,0,0,0,0
,0.552,0,0,0,0,0
,0.537,0,0,0,0,0
,0.551,0,0,0,0,0
,0.542,0,0,0,0,0
,0.541,0,0,0,0,0
,0.54,0,0,0,0,0
,0.558,0,0,0,0,0
,0.559,0,0,0,0,0
,0.564,0,0,0,0,0
,0.565,0,0,0,0,0
,0.571,0,0,0,0,0
,0.566,0,0,0,0,0
,0.563,0,0,0,0,0
,0.5,0,0,0,0,0
,0.505,0,0,0,0,0
,0.503,0,0,0,0,0
,0.503,0,0,0,0,0
,0.503,0,0,0,0,0
,0.498,0,0,0,0,0
,0.496,0,0,0,0,0
,0.491,0,0,0,0,0
,0.497,0,0,0,0,0
,0.489,0,0,0,0,0
,0.496,0,0,0,0,0
,0.484,0,0,0,0,0
,0.494,0,0,0,0,0
,0.485,0,0,0,0,0
,0.488,0,0,0,0,0
,0.47,0,0,0,0,0
,0.499,0,0,0,0,0
,0.49,0,0,0,0,0
,0.491,0,0,0,0,0
,0.487,0,0,0,0,0
,0.476,0,0,0,0,0
,0.473,0,0,0,0,0
,0.475,0,0,0,0,0
,0.474,0,0,0,0,0
,0.47,0,0,0,0,0
,0.47,0,0,0,0,0
,0.468,0,0,0,0,0
,0.468,0,0,0,0,0
,0.475,0,0,0,0,0
,0.474,0,0,0,0,0
,0.469,0,0,0,0,0
,0.467,0,0,0,0,0
,0.466,0,0,0,0,0
,0.463,0,0,0,0,0
,0.464,0,0,0,0,0
,0.465,0,0,0,0,0
,0.467,0,0,0,0,0
,0.464,0,0,0,0,0
,0.466,0,0,0,0,0
,0.491,0,0,0,0,0
,0.49,0,0,0,0,0
,0.485,0,0,0,0,0
,0.484,0,0,0,0,0
,0.463,0,0,0,0,0
,0.473,0,0,0,0,0
,0.469,0,0,0,0,0
,0.466,0,0,0,0,0
,0.478,0,0,0,0,0
,0.474,0,0,0,0,0
,0.463,0,0,0,0,0
,0.458,0,0,0,0,0
,0.457,0,0,0,0,0
,0.46,0,0,0,0,0
,0.458,0,0,0,0,0
,0.464,0,0,0,0,0
,0.468,0,0,0,0,0
,0.483,0,0,0,0,0
,0.474,0,0,0,0,0
,1.696,1,0,0,1,3
,1.713,1,0,0,1,3
,1.695,1,0,0,1,3
,0.506,0,0,0,0,0
,0.487,0,0,0,0,0
,0.478,0,0,0,0,0
,0.483,0,0,0,0,0
,0.489,0,0,0,0,0
,0.483,0,0,0,0,0
,0.486,0,0,0,0,0
,0.48,0,0,0,0,0
,0.477,0,0,0,0,0
,0.482,0,0,0,0,0
,0.49,0,0,0,0,0
,0.48,0,0,0,0,0
,0.469,0,0,0,0,0
,0.457,0,0,0,0,0
,0.464,0,0,0,0,0
,0.461,0,0,0,0,0
,0.467,0,0,0,0,0
,0.449,0,0,0,0,0
,0.441,0,0,0,0,0
,0.444,0,0,0,0,0
,0.445,0,0,0,0,0
,0.441,0,0,0,0,0
,0.437,0,0,0,0,0
,0.352,0,0,0,0,0
,0.443,0,0,0,0,0
,0.454,0,0,0,0,0
,0.457,0,0,0,0,0
,0.459,0,0,0,0,0
,0.459,0,0,0,0,0
,0.462,0,0,0,0,0
,0.452,0,0,0,0,0
,0.451,0,0,0,0,0
,0.456,0,0,0,0,0
,0.458,0,0,0,0,0
,0.46,0,0,0,0,0
,0.498,0,0,0,0,0
,0.518,0,0,0,0,0
,0.509,0,0,0,0,0
,0.518,0,0,0,0,0
,0.466,0,0,0,0,0
,0.472,0,0,0,0,0
,0.466,0,0,0,0,0
,0.478,0,0,0,0,0
,0.46,0,0,0,0,0
,0.462,0,0,0,0,0
,0.466,0,0,0,0,0
,0.47,0,0,0,0,0
,0.468,0,0,0,0,0
,0.469,0,0,0,0,0
,0.468,0,0,0,0,0
,0.469,0,0,0,0,0
,0.464,0,0,0,0,0
,0.465,0,0,0,0,0
,0.466,0,0,0,0,0
,0.466,0,0,0,0,0
,0.462,0,0,0,0,0
,0.462,0,0,0,0,0
,0.46,0,0,0,0,0
,0.467,0,0,0,0,0
,0.468,0,0,0,0,0
,0.467,0,0,0,0,0
,0.458,0,0,0,0,0
,0.451,0,0,0,0,0
,0.45,0,0,0,0,0
,0.442,0,0,0,0,0
,0.456,0,0,0,0,0
,0.452,0,0,0,0,0
,0.459,0,0,0,0,0
,0.449,0,0,0,0,0
,0.446,0,0,0,0,0
,0.449,0,0,0,0,0
,0.445,0,0,0,0,0
,0.446,0,0,0,0,0
,0.448,0,0,0,0,0
,0.449,0,0,0,0,0
,0.449,0,0,0,0,0
,0.449,0,0,0,0,0
,0.455,0,0,0,0,0
,0.345,0,0,0,0,0
,0.349,0,0,0,0,0
,0.34,0,0,0,0,0
,0.342,0,0,0,0,0
,0.339,0,0,0,0,0
,0.34,0,0,0,0,0
,0.354,0,0,0,0,0
,0.341,0,0,0,0,0
,0.339,0,0,0,0,0
,0.345,0,0,0,0,0
,0.346,0,0,0,0,0
,0.344,0,0,0,0,0
,0.347,0,0,0,0,0
,0.345,0,0,0,0,0
,0.339,0,0,0,0,0
,0.338,0,0,0,0,0
,0.339,0,0,0,0,0
,0.338,0,0,0,0,0
,0.34,0,0,0,0,0
,0.337,0,0,0,0,0
,0.337,0,0,0,0,0
,0.331,0,0,0,0,0
,0.329,0,0,0,0,0
,0.329,0,0,0,0,0
,0.33,0,0,0,0,0
,0.33,0,0,0,0,0
,0.336,0,0,0,0,0
,0.338,0,0,0,0,0
,0.34,0,0,0,0,0
,0.339,0,0,0,0,0
,0.346,0,0,0,0,0
,0.336,0,0,0,0,0
,0.334,0,0,0,0,0
,0.333,0,0,0,0,0
,0.349,0,0,0,0,0
,0.354,0,0,0,0,0
,0.352,0,0,0,0,0
,0.352,0,0,0,0,0
,0.361,0,0,0,0,0
,0.356,0,0,0,0,0
,0.356,0,0,0,0,0
,0.359,0,0,0,0,0
,0.359,0,0,0,0,0
,0.361,0,0,0,0,0
,0.372,0,0,0,0,0
,0.366,0,0,0,0,0
,0.36,0,0,0,0,0
,0.356,0,0,0,0,0
,0.354,0,0,0,0,0
,0.363,0,0,0,0,0
,0.361,0,0,0,0,0
,0.365,0,0,0,0,0
,0.372,0,0,0,0,0
,0.347,0,0,0,0,0
,0.356,0,0,0,0,0
,0.351,0,0,0,0,0
,0.352,0,0,0,0,0
,0.349,0,0,0,0,0
,0.347,0,0,0,0,0
,0.348,0,0,0,0,0
,0.508,1,1,0,0,1
,0.509,1,1,0,0,1
,0.495,1,1,0,0,1
,0.49,1,1,0,0,1
,0.487,1,1,0,0,1
,0.481,1,1,0,0,1
,0.49,1,1,0,0,1
,0.481,1,1,0,0,1
,0.478,1,1,0,0,1
,0.478,1,1,0,0,1
,0.481,1,1,0,0,1
,0.48,1,1,0,0,1
,0.479,1,1,0,0,1
,0.484,1,1,0,0,1
,0.489,1,1,0,0,1
,0.49,1,1,0,0,1
,0.488,1,1,0,0,1
,0.481,1,1,0,0,1
,0.479,1,1,0,0,1
,0.473,1,1,0,0,1
,0.472,1,1,0,0,1
,0.471,1,1,0,0,1
,0.469,1,1,0,0,1
,0.474,1,1,0,0,1
,0.469,1,1,0,0,1
,0.464,1,1,0,0,1
,0.46,1,1,0,0,1
,0.466,1,1,0,0,1
,0.477,1,1,0,0,1
,0.464,1,1,0,0,1
,0.463,1,1,0,0,1
,0.463,1,1,0,0,1
,0.472,1,1,0,0,1
,0.461,1,1,0,0,1
,0.462,1,1,0,0,1
,0.475,1,1,0,0,1
,1.325,1,1,0,0,1
,1.378,1,1,0,0,1
,1.419,1,1,0,0,1
,1.401,1,1,0,0,1
,1.424,1,1,0,0,1
,1.454,1,1,0,0,1
,1.472,1,1,0,0,1
,1.488,1,1,0,0,1
,1.496,1,1,0,0,1
,1.506,1,1,0,0,1
,1.509,1,1,0,0,1
,1.521,1,1,0,0,1
,1.508,1,1,0,0,1
,1.515,1,1,0,0,1
,1.518,1,1,0,0,1
,1.518,1,1,0,0,1
,1.535,1,1,0,0,1
,1.537,1,1,0,0,1
,1.535,1,1,0,0,1
,1.534,1,1,0,0,1
